n_codigo,x_nombre,n_estado
1871,Maestría En Derecho Con Mención En Derecho Constitucional Y Procesal Constitucional,1
1872,Maestría En Derecho Con Mención En Derecho Penal,1
1873,Maestría En Derecho Con Mención En Derecho Penal Y Derecho Procesal Penal,1
1874,Maestría En Derecho Con Mención En Derecho Penal Y Procesal Penal,1
1875,"Maestría En Derecho Con Mención En Derecho Penal, Procesal Penal Y Litigación Oral",1
1876,Maestría En Derecho Con Mención En Derecho Procesal Y Administración De Justicia,1
1877,Maestría En Derecho Con Mención En Derecho Tributario Y Laboral,1
1878,Maestría En Derecho Con Mención En Gestión Y Derecho Ambiental,1
1879,Maestría En Derecho Con Mención En Política Fiscal Y Tributación,1
1880,Maestría En Derecho Constitucional,1
1881,Maestría En Derecho Constitucional Y Administrativo,1
1882,Maestría En Derecho Constitucional Y Gobernabilidad,1
1883,Maestría En Derecho Corporativo,1
1884,Maestría En Derecho Corporativo Y Gestión Empresarial,1
1885,Maestría En Derecho De Empresa,1
1886,Maestría En Derecho De Familia,1
1887,Maestría En Derecho De Familia Y De La Persona,1
1888,Maestría En Derecho De Familia Y Políticas Públicas Del Niño Y Del Adolescente,1
1889,"Maestría En Derecho De La Competencia, El Consumo Y La Propiedad Intelectual",1
1890,Maestría En Derecho De La Empresa,1
1891,Maestría En Derecho Del Trabajo Y De La Seguridad Social,1
1892,Maestría En Derecho Del Trabajo Y Seguridad Social,1
1893,Maestría En Derecho Empresarial,1
1894,Maestría En Derecho Marítimo Y Gestión Portuaria,1
1895,Maestría En Derecho Medio Ambiental,1
1896,Maestría En Derecho Mención Derecho Civil Y Procesal Civil,1
1897,Maestría En Derecho Mención Derecho Constitucional Y Procesal Constitucional,1
1898,Maestría En Derecho Mención Derecho Penal Y Procesal Penal,1
1899,Maestría En Derecho Mención En Derecho Administrativo Y Gerencia Pública,1
1900,Maestría En Derecho Mención En Derecho Constitucional Y Procesal Constitucional,1
1901,Maestría En Derecho Mención En Derecho Procesal Penal,1
1902,Maestría En Derecho Notarial Y Registral,1
1903,Maestría En Derecho Penal,1
1904,Maestría En Derecho Penal Y Ciencias Criminológicas,1
1905,Maestría En Derecho Penal Y Procesal Penal,1
1906,Maestría En Derecho Procesal Penal,1
1907,Maestría En Derecho Procesal Y Administración De Justicia,1
1908,Maestría En Derecho Público,1
1909,"Maestría En Derecho Y Ciencias Políticas, Con Mención En Derecho Civil Y Comercial",1
1910,"Maestría En Derecho Y Ciencias Políticas, Con Mención En Derecho Del Trabajo Y Seguridad Social",1
1911,"Maestría En Derecho Y Ciencias Políticas, Con Mención En Derecho Penal",1
1912,"Maestría En Derecho Y Ciencias Políticas, Con Mención En Derecho Procesal",1
1913,Maestría En Derecho Y Ciencias Políticas; Mención En Derecho Constitucional,1
1914,Maestría En Derecho Y Ciencias Políticas; Mención En Derecho Penal,1
1915,Maestría En Derecho Y Empresa,1
1916,Maestría En Derechos Del Niño Y Políticas Públicas Para La Infancia Y La Adolescencia,1
1917,Maestría En Derechos Humanos,1
1918,Maestría En Desarrollo Agrario,1
1919,Maestría En Desarrollo De Proyectos De Innovación Y Producto,1
1920,Maestría En Desarrollo Organizacional Y Dirección De Personas,1
1921,Maestría En Desarrollo Rural Mención En Gestión De Recursos Naturales Y Medio Ambiente,1
1922,Maestría En Desarrollo Rural Mención En Ordenamiento Territorial Y Medio Ambiente,1
1923,Maestría En Desarrollo Rural Mención Planificación Y Gestión Del Ambiente,1
1924,Maestría En Desarrollo Sostenible Con Mención En Gestión De La Producción Orgánica Y Agronegocios,1
1925,Maestría En Desarrollo Sostenible Con Mención En Medio Ambiente Y Gestión Del Territorio,1
1926,Maestría En Diabetes Y Obesidad Con Mención En Manejo Nutricional,1
1927,Maestría En Didáctica En Idiomas Extranjeros,1
1928,Maestría En Didáctica Y Tecnología De La Información Y Comunicación,1
1929,Maestría En Dirección Comercial,1
1930,Maestría En Dirección De Agronegocios,1
1931,Maestría En Dirección De Empresas Mba,1
1932,Maestría En Dirección De Empresas Mba Semipresencial,1
1933,Maestría En Dirección De Empresas Para Ejecutivos - Piura,1
1934,Maestría En Dirección De Empresas Para Ejecutivos Mensual,1
1935,Maestría En Dirección De La Comunicación Empresarial,1
1936,Maestría En Dirección De La Construcción,1
1937,Maestría En Dirección De Marcas,1
1938,Maestría En Dirección De Marketing Y Gestión Comercial,1
1939,Maestría En Dirección De Marketing Y Ventas,1
1940,Maestría En Dirección De Operaciones,1
1941,Maestría En Dirección De Operaciones Y Cadena De Abastecimiento,1
1942,Maestría En Dirección De Operaciones Y Logística,1
1943,Maestría En Dirección De Operaciones Y Proyectos,1
1944,Maestría En Dirección De Personas,1
1945,Maestría En Dirección De Proyectos,1
1946,Maestría En Dirección De Proyectos Y Programas Sociales,1
1947,Maestría En Dirección De Sistemas Y Tecnologías De La Información,1
1948,Maestría En Dirección De Tecnologías De Información,1
1949,Maestría En Dirección Estratégica,1
1950,Maestría En Dirección Estratégica Del Factor Humano,1
1951,Maestría En Dirección Estratégica En Marketing,1
1952,Maestría En Dirección Estratégica En Tecnologías De La Información,1
1953,Maestría En Dirección Estratégica En Telecomunicaciones,1
1954,Maestría En Dirección Financiera,1
1955,Maestría En Dirección Y Administración De La Construcción,1
1956,Maestría En Dirección Y Consultoría Turística,1
1957,Maestría En Dirección Y Gestión De Instituciones Educativas,1
1958,Maestría En Dirección Y Gestión De Las Tecnologías De La Información Y Comunicaciones,1
1959,Maestría En Dirección Y Gestión Del Talento Humano,1
1960,Maestría En Dirección Y Gestión Del Talento Humano En Modalidad Internacional,1
1961,Maestría En Diseño,1
1962,Maestría En Diseño Estratégico Y Social,1
1963,Maestría En Diseño Gráfico,1
1964,"Maestría En Diseño, Gestión Y Dirección De Proyectos",1
1965,Maestría En Docencia E Investigación En Estomatología,1
1966,Maestría En Docencia E Investigación En Oncología Médica,1
1967,Maestría En Docencia E Investigación Universitaria,1
1968,Maestría En Docencia En El Nivel Superior,1
1969,Maestría En Docencia Profesional Tecnológica,1
1970,Maestría En Docencia Superior,1
1971,Maestría En Docencia Superior E Investigación Universitaria,1
1972,Maestría En Docencia Universitaria,1
1973,Maestría En Docencia Universitaria Y Gestión Educativa,1
1974,Maestría En Docencia Y Gestión Universitaria,1
1975,Maestría En Doctrina Social De La Iglesia,1
1976,Maestría En Ecología Mención En Acuicultura,1
1977,Maestría En Ecología Mención En Ecología Y Gestión Ambiental,1
1978,Maestría En Ecología Mención En Evaluación Del Impacto Ambiental,1
1979,Maestría En Ecología Y Gestión Ambiental,1
1980,Maestría En Economía,1
1981,Maestría En Economía Mención Economía Y Finanzas De La Empresa,1
1982,Maestría En Economía Mención En Gerencia De Proyectos,1
1983,Maestría En Economía Mención En Planificación Y Gestión Pública,1
1984,Maestría En Economía Mención En Proyectos De Inversión,1
1985,Maestría En Economía Mención Gestión Pública Y Desarrollo Regional,1
1986,Maestría En Economía Mención Proyectos De Inversión,1
1987,Maestría En Economía Y Finanzas,1
1988,Maestría En Ecoturismo,1
1989,Maestría En Educación,1
1990,Maestría En Educación Con Mención En Administración Educativa,1
1991,"Maestría En Educación Con Mención En Autoevaluación, Acreditación Y Certificación Profesional",1
1992,Maestría En Educación Con Mención En Comunicación Y Literatura,1
1993,Maestría En Educación Con Mención En Currículo,1
1994,Maestría En Educación Con Mención En Didáctica De La Lectura Y La Escritura,1
1995,Maestría En Educación Con Mención En Didáctica De La Literatura,1
1996,Maestría En Educación Con Mención En Didáctica De Las Ciencias Naturales Para Educación Primaria,1
1997,Maestría En Educación Con Mención En Didáctica Del Francés Como Lengua Extranjera,1
1998,Maestría En Educación Con Mención En Diseño Y Gestión Curricular,1
1999,Maestría En Educación Con Mención En Diseño Y Gestión Curricular E Innovación Del Aprendizaje,1
2000,Maestría En Educación Con Mención En Docencia E Investigación En Educación Superior,1
2001,Maestría En Educación Con Mención En Docencia En Educación Superior,1
2002,Maestría En Educación Con Mención En Docencia Superior Tecnológica,1
2003,Maestría En Educación Con Mención En Docencia Universitaria,1
2004,Maestría En Educación Con Mención En Docencia Y Pedagogía Universitaria,1
2005,Maestría En Educación Con Mención En Educación Infantil,1
2006,"Maestría En Educación Con Mención En Educación Intercultural Bilingüe, Eib",1
2007,Maestría En Educación Con Mención En Evaluación Y Acreditación De La Calidad De La Educación,1
2008,Maestría En Educación Con Mención En Gestión De Instituciones Educativas,1
2009,Maestría En Educación Con Mención En Gestión De La Educación,1
2010,Maestría En Educación Con Mención En Gestión De Los Entornos Virtuales Para El Aprendizaje,1
2011,Maestría En Educación Con Mención En Gestión Del Cambio En Instituciones Educativas,1
2012,Maestría En Educación Con Mención En Gestión Directiva Educacional,1
2013,Maestría En Educación Con Mención En Gestión Educativa,1
2014,Maestría En Educación Con Mención En Inclusión Y Atención A La Diversidad,1
2015,Maestría En Educación Con Mención En Investigación Y Docencia Universitaria,1
2016,Maestría En Educación Con Mención En Orientación Y Tutoría De La Educación,1
2017,"Maestría En Educación Con Mención En Persona, Familia Y Sociedad A La Luz De La Doctrina Social De La Iglesia",1
2018,Maestría En Educación Con Mención En Planificación Y Gestión Educativa,1
2019,Maestría En Educación Con Mención En Políticas Educativas Y Gestión Pública,1
2020,Maestría En Educación Con Mención En Problemas De Aprendizaje,1
2021,Maestría En Educación Con Mención En Psicología Educativa,1
2022,Maestría En Educación Con Mención En Psicopedagogía,1
2023,Maestría En Educación Con Mención En Tecnología Educativa,1
2024,Maestría En Educación Con Mención En Teorías Y Gestión Educativa,1
2025,Maestría En Educación Con Mención En Tutoría Y Orientación Familiar,1
2026,Maestría En Educación Con Mención En: Gestión Y Acreditación Educativa,1
2027,Maestría En Educación Inclusiva,1
2028,Maestría En Educación Inclusiva Con Atención A La Discapacidad,1
2029,Maestría En Educación Infantil,1
2030,Maestría En Educación Infantil Y Neuroeducación,1
2031,Maestría En Educación Inicial,1
2032,Maestría En Educación Intercultural Bilingüe Con Mención En Gestión E Innovación,1
2033,Maestría En Educación Mención Educación Superior,1
2034,Maestría En Educación Mención En Administración De La Educación,1
2035,Maestría En Educación Mención En Ciencias Del Deporte,1
2036,Maestría En Educación Mención En Didáctica De La Educación Superior,1
2037,Maestría En Educación Mención En Didáctica De La Matemática,1
2038,Maestría En Educación Mención En Didáctica De Las Ciencias Sociales,1
2039,Maestría En Educación Mención En Educación Especial,1
2040,Maestría En Educación Mención En Educación Inicial Y Primera Infancia,1
2041,Maestría En Educación Mención En Educación Intercultural,1
2042,Maestría En Educación Mención En Educación Intercultural Bilingüe,1
2043,Maestría En Educación Mención En Matemática Y Comunicación En Educación Primaria,1
2044,Maestría En Educación Mención En Planificación Y Gestión En Educación Intercultural Bilingüe,1
2045,Maestría En Educación Mención Gestión De La Educación,1
2046,Maestría En Educación Por El Arte,1
2047,Maestría En Educación Superior,1
2048,Maestría En Educación Superior Con Mención En Docencia E Investigación Universitaria,1
2049,"Maestría En Educación, Con Mención En Gestión Educativa",1
2050,"Maestría En Educación, Con Mención En Psicopedagogía",1
2051,"Maestría En Educación, Mención En Educación Ambiental",1
2052,"Maestría En Educación, Mención En Educación Superior",1
2053,"Maestría En Educación, Mención En Gestión Educativa",1
2054,"Maestría En Educación, Mención En Liderazgo Y Gestión Educativa",1
2055,"Maestría En Educación, Mención En Literatura Infantil Y Juvenil",1
2056,"Maestría En Educación, Mención En Psicología Educativa",1
2057,"Maestría En Educación, Mención Innovación Educativa, Cultura Institucional Y Curriculum",1
2058,"Maestría En Educación, Mención: Enseñanza Estratégica",1
2059,"Maestría En Educación, Mención: Gestión Educativa",1
2060,"Maestría En Educación, Mención: Lingüística",1
2061,"Maestría En Educación: Antropología, Familia Y Gestión",1
2062,Maestría En Educación: Investigación Pedagógica,1
2063,Maestría En Educación: Literatura Y Cultura Brasileñas,1
2064,Maestría En Emprendimiento Y Gestión De La Innovación,1
2065,Maestría En Endodoncia,1
2066,Maestría En Energías Renovables,1
2067,Maestría En Energy Management,1
2068,Maestría En Enfermería,1
2069,Maestría En Enfermería Con Mención En Administración Y Gestión,1
2070,Maestría En Enfermería Y Gestión Integral Del Cuidado,1
2071,Maestría En Enseñanza De La Matemática,1
2072,Maestría En Epidemiología,1
2073,Maestría En Epidemiología Clínica,1
2074,Maestría En Epidemiología Clínica Y Bioestadística,1
2075,Maestría En Epidemiología Con Mención En Epidemiología Ambiental Y Laboral,1
2076,Maestría En Epidemiología Con Mención En Epidemiología Clínica,1
2077,Maestría En Epidemiología Con Mención En Epidemiología Hospitalaria,1
2078,Maestría En Epidemiología Con Mención En Fármaco Epidemiología,1
2079,Maestría En Epidemiología Y Enfermedades Tropicales,1
2080,Maestría En Epidemiología Y Salud Pública En Veterinaria,1
2081,Maestría En Ergonomía Laboral,1
2082,Maestría En Ergonomía Y Psicosociología Aplicada Al Trabajo,1
2083,Maestría En Escritura Creativa,1
2084,Maestría En Especialización En Ciencia De Datos E Inteligencia Artificial,1
2085,Maestría En Estadística,1
2086,Maestría En Estadística Aplicada,1
2087,Maestría En Estimulación Temprana Integral,1
2088,Maestría En Estomatología,1
2089,Maestría En Estomatología Con Mención En Endodoncia,1
2090,Maestría En Estomatología Con Mención En Especialidad,1
2091,Maestría En Estomatología Con Mención En Ortodoncia,1
2092,Maestría En Estomatología Con Mención En Periodoncia E Implantología,1
2093,Maestría En Estomatología Con Mención En Rehabilitación Oral,1
2094,Maestría En Estrategia Y Comunicación Política,1
2095,Maestría En Estrategias Contemporáneas De Arquitectura,1
2096,Maestría En Estrategias De Interiorismo Comercial Y Soluciones Interdisciplinarias,1
2097,Maestría En Estudios Internacionales,1
2098,Maestría En Estudios Políticos Aplicados Con Mención En Estudios Electorales Y Gestión,1
2099,"Maestría En Ética, Responsabilidad Social Y Desarrollo Integral",1
2100,Maestría En Evaluación Y Acreditación De Instituciones Educativas,1
2101,Maestría En Evaluación Y Acreditación De La Calidad En La Educación,1
2102,Maestría En Extracción De Metales Estratégicos,1
2103,"Maestría En Farmacia Y Bioquímica, Mención: Atención Farmacológica Nutricional Y Dietética",1
2104,"Maestría En Farmacia Y Bioquímica, Mención: Bioquímica Clínica",1
2105,Maestría En Farmacia Y Bioquímica: Farmacia Clínica,1
2106,Maestría En Farmacia Y Bioquímica: Farmacología,1
2107,Maestría En Farmacia Y Bioquímica: Productos Naturales Terapéuticos,1
2108,Maestría En Farmacodependencia,1
2109,Maestría En Filosofía Con Mención En Antropología Filosófica,1
2110,Maestría En Filosofía Con Mención En Filosofía Y Religión,1
2111,Maestría En Filosofía Con Mención Ética Y Política,1
2112,Maestría En Finanzas,1
2113,Maestría En Finanzas Corporativas,1
2114,Maestría En Finanzas Y Derecho Corporativo,1
2115,Maestría En Finanzas Y Negocios Internacionales,1
2116,Maestría En Fisiología,1
2117,Maestría En Formación Directiva Y Gobierno De Las Personas,1
2118,"Maestría En Gastronomía Circular, Sostenibilidad Y Responsabilidad Social Empresarial",1
2119,Maestría En Genética Humana,1
2120,Maestría En Geomecánica Minera,1
2121,Maestría En Geotecnia Y Geomecánica Minera,1
2122,Maestría En Gerencia De Industrias Agropecuarias Y Pesqueras,1
2123,Maestría En Gerencia De La Construcción,1
2124,Maestría En Gerencia De La Construcción Moderna,1
2125,Maestría En Gerencia De La Educación,1
2126,Maestría En Gerencia De Marketing Y Gestión Comercial,1
2127,Maestría En Gerencia De Operaciones,1
2128,Maestría En Gerencia De Operaciones Y Logística,1
2129,Maestría En Gerencia De Proyectos De Ingeniería,1
2130,Maestría En Gerencia De Proyectos Empresariales,1
2131,Maestría En Gerencia De Proyectos Y Programas Sociales,1
2132,Maestría En Gerencia De Servicios De Salud,1
2133,Maestría En Gerencia E Innovación Educativa,1
2134,Maestría En Gerencia Educativa,1
2135,Maestría En Gerencia Empresarial,1
2136,Maestría En Gerencia En Salud,1
2137,Maestría En Gerencia En Servicios Pesqueros,1
2138,Maestría En Gerencia En Tecnología De Información Y Comunicaciones,1
2139,Maestría En Gerencia Pública,1
2140,Maestría En Gerencia Social Y Recursos Humanos,1
2141,Maestría En Gerencia Y Administración De La Educación,1
2142,Maestría En Geriatría Y Gerontología,1
2143,Maestría En Gerontología,1
2144,Maestría En Gestión,1
2145,Maestría En Gestión Ambiental,1
2146,Maestría En Gestión Ambiental Y Desarrollo Sostenible,1
2147,Maestría En Gestión Ambiental Y Minera,1
2148,Maestría En Gestión Ambiental Y Resolución De Conflictos,1
2149,Maestría En Gestión Ambiental Y Sostenibilidad,1
2150,Maestría En Gestión Cultural,1
2151,Maestría En Gestión De Alta Dirección,1
2152,Maestría En Gestión De Empresas Agroexportadoras,1
2153,Maestría En Gestión De Empresas Turísticas Y Hoteleras,1
2154,Maestría En Gestión De Enseñanza De La Química Superior,1
2155,Maestría En Gestión De Eventos,1
2156,Maestría En Gestión De Innovación Y Negocios Tecnológicos,1
2157,Maestría En Gestión De Inversión Pública,1
2158,Maestría En Gestión De La Calidad En Instituciones Educativas,1
2159,Maestría En Gestión De La Calidad Y Gerencia De Proyectos,1
2160,Maestría En Gestión De La Ciberseguridad Y Privacidad,1
2161,Maestría En Gestión De La Comunicación Corporativa Y Responsabilidad Social,1
2162,Maestría En Gestión De La Construcción,1
2163,Maestría En Gestión De La Energía,1
2164,Maestría En Gestión De La Energía Con Mención En Electricidad,1
2165,Maestría En Gestión De La Ingeniería,1
2166,Maestría En Gestión De La Innovación,1
2167,Maestría En Gestión De La Innovación En Estomatología,1
2168,Maestría En Gestión De La Inversión Social,1
2169,Maestría En Gestión De La Inversión Social Sostenible,1
2170,Maestría En Gestión De Las Ciudades,1
2171,Maestría En Gestión De Las Organizaciones,1
2172,Maestría En Gestión De Los Servicios De La Salud,1
2173,Maestría En Gestión De Negocios De Nutrición,1
2174,Maestría En Gestión De Políticas Públicas,1
2175,Maestría En Gestión De Portafolios De Inversión,1
2176,Maestría En Gestión De Proyectos Arquitectónicos Y Vivienda,1
2177,Maestría En Gestión De Riesgos Ambientales Y Seguridad En Las Empresas,1
2178,Maestría En Gestión De Seguridad Minera,1
2179,Maestría En Gestión De Servicios De Salud,1
2180,Maestría En Gestión De Tecnologías E Informática Educativa,1
2181,Maestría En Gestión Del Desarrollo Social,1
2182,Maestría En Gestión Del Desarrollo Y Gerencia Social,1
2183,Maestría En Gestión Del Riesgo De Desastres,1
2184,Maestría En Gestión Del Riesgo De Desastres Y Resiliencia Local,1
2185,Maestría En Gestión Del Sistema Ambiental,1
2186,Maestría En Gestión Del Talento,1
2187,Maestría En Gestión Del Talento Humano,1
2188,Maestría En Gestión E Innovación Educativa,1
2189,Maestría En Gestión Económica Empresarial,1
2190,Maestría En Gestión Educativa Y Desarrollo Regional,1
2191,Maestría En Gestión Educativa Y Didáctica,1
2192,Maestría En Gestión Empresarial,1
2193,Maestría En Gestión Empresarial Con Mención En Auditoría De La Gestión Empresarial,1
2194,Maestría En Gestión Empresarial Con Mención En Finanzas Para Empresas Financieras,1
2195,Maestría En Gestión Empresarial Con Mención En Gestión De Negocios Internacionales Y Comercio Exterior,1
2196,Maestría En Gestión Empresarial Con Mención En Gestión De Proyectos De Inversión,1
2197,Maestría En Gestión Empresarial Con Mención En Gestión De Recursos Y Costos De Agronegocios,1
2198,Maestría En Gestión Empresarial Con Mención En Gestión Tributaria Y Fiscal,1
2199,Maestría En Gestión En Enfermería,1
2200,Maestría En Gestión En Seguridad Social,1
2201,Maestría En Gestión En Turismo Y Hotelería,1
2202,Maestría En Gestión Estratégica Empresarial,1
2203,Maestría En Gestión Financiera,1
2204,"Maestría En Gestión Integrada Del Medio Ambiente, Calidad Y Prevención",1
2205,"Maestría En Gestión Integral: Calidad, Medio Ambiente Y Prevención De Riesgos Laborales",1
2206,Maestría En Gestión Minera,1
2207,Maestría En Gestión Municipal Y Desarrollo Local,1
2208,Maestría En Gestión Pública,1
2209,Maestría En Gestión Pública Con Doble Certificación,1
2210,Maestría En Gestión Pública Descentralizada,1
2211,Maestría En Gestión Pública Y Gobernabilidad,1
2212,Maestría En Gestión Pública Y Políticas Públicas,1
2213,Maestría En Gestión Pública Y Privada De La Salud,1
2214,Maestría En Gestión Sostenible De Cuencas Hidrográficas,1
2215,Maestría En Gestión Tecnológica Empresarial,1
2216,Maestría En Gestión Y Administración De La Educación,1
2217,Maestría En Gestión Y Auditorías Ambientales,1
2218,Maestría En Gestión Y Calidad En Educación Superior,1
2219,Maestría En Gestión Y Conducción En Salud,1
2220,Maestría En Gestión Y Desarrollo Inmobiliario,1
2221,Maestría En Gestión Y Dirección De Las Instituciones De La Educación,1
2222,Maestría En Gestión Y Docencia En Alimentación Y Nutrición,1
2223,Maestría En Gestión Y Gerencia En Los Servicios De Salud,1
2224,Maestría En Gestión Y Políticas Públicas,1
2225,Maestría En Gobierno De Las Organizaciones,1
2226,Maestría En Historia,1
2227,Maestría En Historia Del Arte Y Diseño Peruano,1
2228,Maestría En Humanidades,1
2229,Maestría En Implantología Oral,1
2230,Maestría En Implantología Oral Integral,1
2231,Maestría En Informática,1
2232,Maestría En Informática Biomédica En Salud Global Con Mención En Informática En Salud O Con Mención En Bioinformática,1
2233,Maestría En Informática Educativa Y Tecnologías De La Información,1
2234,Maestría En Informática Educativa Y Tecnologías De La Información Y Comunicación,1
2235,Maestría En Informática Mención En Gerencia De Tecnologías De Información Y Comunicaciones,1
2236,Maestría En Informática Mención En Informática Educativa,1
2237,Maestría En Informática Mención En Ingeniería De Software,1
2238,Maestría En Informática Mención En Matemática Y Simulación Computacional,1
2239,"Maestría En Informática, Mención: Ingeniería De Software",1
2240,Maestría En Ingeniería,1
2241,Maestría En Ingeniería Aeronáutica,1
2242,Maestría En Ingeniería Ambiental,1
2243,Maestría En Ingeniería Ambiental Y Seguridad Industrial,1
2244,Maestría En Ingeniería Biomédica,1
2245,Maestría En Ingeniería Civil,1
2246,Maestría En Ingeniería Civil Con Mención En Dirección De Empresas De La Construcción,1
2247,Maestría En Ingeniería Civil Con Mención En Estructuras,1
2248,Maestría En Ingeniería Civil Con Mención En Geotecnia,1
2249,Maestría En Ingeniería Civil Con Mención En Gerencia De La Construcción,1
2250,Maestría En Ingeniería Civil Con Mención En Transportes,1
2251,Maestría En Ingeniería Civil Mención Geotecnia Y Vías Terrestres,1
2252,Maestría En Ingeniería Civil Mención Gerencia De La Construcción,1
2253,Maestría En Ingeniería Civil Mención Recursos Hídricos Y Medio Ambiente,1
2254,Maestría En Ingeniería Civil Mención Transportes E Infraestructura Vial,1
2255,Maestría En Ingeniería Comercial Y Negocios Internacionales,1
2256,Maestría En Ingeniería Con Mención En: Dirección Y Gestión De Proyectos,1
2257,Maestría En Ingeniería De Alimentos Mención: Ingeniería Agroindustrial,1
2258,Maestría En Ingeniería De Automatización Y Control,1
2259,Maestría En Ingeniería De Innovación Tecnológica,1
2260,Maestría En Ingeniería De Mantenimiento,1
2261,Maestría En Ingeniería De Minas,1
2262,Maestría En Ingeniería De Minas Con Mención En Sistema De Gestión Integral Minera,1
2263,Maestría En Ingeniería De Petróleo Y Gas Natural,1
2264,Maestría En Ingeniería De Procesos,1
2265,Maestría En Ingeniería De Procesos Industriales,1
2266,Maestría En Ingeniería De Recursos Hídricos,1
2267,Maestría En Ingeniería De Sistemas,1
2268,Maestría En Ingeniería De Sistemas Con Mención En Dirección Y Gestión De Tecnologías De Información,1
2269,Maestría En Ingeniería De Sistemas Con Mención En Gerencia De La Información Y Gestión De Software,1
2270,Maestría En Ingeniería De Sistemas Con Mención En Gerencia De Sistemas Empresariales,1
2271,Maestría En Ingeniería De Sistemas Con Mención En Gerencia En Tecnologías De Información Y Comunicación,1
2272,Maestría En Ingeniería De Sistemas Con Mención En Gestión De Tecnologías De Información,1
2273,Maestría En Ingeniería De Sistemas Con Mención En Gestión De Tecnologías De La Información,1
2274,Maestría En Ingeniería De Sistemas Con Mención En Gestión Del Conocimiento,1
2275,Maestría En Ingeniería De Sistemas Con Mención En Ingeniería De Software,1
2276,Maestría En Ingeniería De Sistemas Con Mención En Inteligencia De Procesos Empresariales,1
2277,Maestría En Ingeniería De Sistemas Con Mención En Tecnologías De La Información,1
2278,Maestría En Ingeniería De Sistemas E Informática Mención Gestión De Tecnologías De Información,1
2279,Maestría En Ingeniería De Sistemas E Informática-Administración De Tecnologías De Información,1
2280,"Maestría En Ingeniería De Sistemas E Informática, Con Mención En Gerencia De Sistemas Y Tecnologías De Información",1
2281,Maestría En Ingeniería De Sistemas Y Computación Con Mención En Dirección Estratégica De Tecnologías De Información,1
2282,Maestría En Ingeniería De Software,1
2283,Maestría En Ingeniería De Transportes,1
2284,Maestría En Ingeniería Del Diseño,1
2285,Maestría En Ingeniería Estructural,1
2286,Maestría En Ingeniería Industrial,1
2287,Maestría En Ingeniería Industrial Con Mención En Gestión De La Calidad Y La Productividad,1
2288,Maestría En Ingeniería Industrial Con Mención En Gestión De Operaciones Y Logística,1
2289,Maestría En Ingeniería Industrial Con Mención En Gestión De Operaciones Y Productividad,1
2290,Maestría En Ingeniería Industrial Con Mención En Planeamiento Y Gestión Empresarial,1
2291,Maestría En Ingeniería Industrial Con Mención En Seguridad Industrial Y Salud Ocupacional,1
2292,Maestría En Ingeniería Informática,1
2293,Maestría En Ingeniería Informática Con Mención En Ingeniería De Software,1
2294,Maestría En Ingeniería Matemática,1
2295,Maestría En Ingeniería Mecánica Con La Mención De: Diseño De Tecnologías Apropiadas,1
2296,Maestría En Ingeniería Mecánica Con La Mención De: Gestión Del Mantenimiento Y La Sostenibilidad,1
2297,"Maestría En Ingeniería Mecánica, Mención: Diseño Y Manufactura",1
2298,"Maestría En Ingeniería Mecánica, Mención: Gestión Del Diseño Y Manufactura",1
2299,Maestría En Ingeniería Mecánico-Eléctrica Con Mención En Automática Y Optimización,1
2300,Maestría En Ingeniería Mecánico-Eléctrica Con Mención En Sistemas Eléctricos Y Automatización Industrial,1
2301,Maestría En Ingeniería Mecánico-Eléctrica Con Mención En Sistemas Energéticos Y Mantenimiento,1
2302,Maestría En Ingeniería Metalúrgica,1
2303,Maestría En Ingeniería Química,1
2304,Maestría En Ingeniería Química Ambiental,1
2305,Maestría En Ingeniería Robótica,1
2306,Maestría En Ingeniería Vial,1
2307,"Maestría En Ingeniería Vial Con Mención En Carreteras, Puentes Y Túneles",1
2308,Maestría En Ingeniería Y Gestión Ambiental,1
2309,Maestría En Ingeniería Y Gestión De Cadenas De Suministro,1
2310,Maestría En Ingeniería Y Tecnología Ambiental,1
2311,"Maestría En Ingeniería, Con Mención En Gestión Ambiental Y Desarrollo Sostenible",1
2312,Maestría En Inmunología,1
2313,Maestría En Integridad Estructural,1
2314,Maestría En Internet De Las Cosas,1
2315,Maestría En Intervención En Violencia Contra Las Mujeres,1
2316,Maestría En Intervención Psicoeducativa En Trastornos Del Neurodesarrollo Y Del Aprendizaje,1
2317,Maestría En Intervención Psicológica,1
2318,Maestría En Investigación Científica E Innovación,1
2319,Maestría En Investigación En Ciencias De La Administración,1
2320,Maestría En Investigación En Ciencias Veterinarias,1
2321,Maestría En Investigación Jurídica,1
2322,Maestría En Investigación Y Docencia Universitaria,1
2323,Maestría En Liderazgo Eclesiástico,1
2324,Maestría En Liderazgo Y Gestión Educativa,1
2325,Maestría En Lingüística Andina Y Educación,1
2326,Maestría En Lingüística Y Comunicación,1
2327,Maestría En Literatura Infantil-Juvenil Y Animación A La Lectura,1
2328,Maestría En Management Internacional,1
2329,Maestría En Manejo De Colecciones Y Conservación Preventiva,1
2330,Maestría En Manejo Integrado De Plagas Y Enfermedades,1
2331,Maestría En Marketing,1
2332,Maestría En Marketing Agroalimentario,1
2333,Maestría En Marketing Social Y Comunicación Para El Desarrollo,1
2334,Maestría En Marketing Y Gestión Comercial,1
2335,Maestría En Marketing Y Negocios Internacionales,1
2336,Maestría En Matemática,1
2337,Maestría En Matemática Para Las Finanzas Y Riesgos,1
